title,url,publish_date,has_keyword,matched_keywords,fulltext,page_number,greenhouse gas,ghg,net-zero,carbon neutral,carbon neutrality,carbon emissions,climate change,carbon trading,carbon pricing,low-carbon,clean energy,greenhouse,carbon,environment,emission,environmental,emissions,sustainability
Govt approves development plan for city clusters in C China,https://english.www.gov.cn/policies/latestreleases/201612/30/content_WS5d15d77ac6d03ce678790f78.html,N/A,True,"environment, environmental","
Govt approves development plan for city clusters in C China
























ENGLISH.GOV.CN
THE STATE COUNCIL
THE PEOPLE'S REPUBLIC OF CHINA

 

 
|

|









 
 












 >>   >> LATEST RELEASES


			Govt approves development plan for city clusters in C China






Updated:
Dec 30,2016 2:50 PM
	    english.gov.cn












The State Council on Dec 28 issued a circular, approving the development plan for city clusters in Central China.
The plan is aimed at promoting supply-side reform, serving the Belt and Road Initiative and other key national strategies, pushing forward infrastructure interconnection, and strengthening environmental protection. 
According to the circular, departments of the State Council should provide more policy and fund support to related provinces, in an effort to build balanced, open and integrated city clusters.
Local governments should improve measures and policies to ensure a smooth implementation of the plan under the support and watch of related departments.
Key policies and projects involved should go through the approval process according to established procedures, said the circular.









SERVICES












					CONTACT THE PREMIER





E-mail RESPONSES







Copyright© www.gov.cn 
			|
			
About us

			|
			
Contact us


Registration Number: 05070218
All rights reserved. The content (including but not limited to
			text, photo, multimedia information, etc) published in this site
			belongs to www.gov.cn.
Without written authorization from www.gov.cn, such content shall
			not be republished or used in any form.













",106,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
State Council releases guidelines on establishing individual credit system,https://english.www.gov.cn/policies/latestreleases/201612/30/content_WS5d15d77ac6d03ce678790f7a.html,N/A,True,"environment, environmental","
State Council releases guidelines on establishing individual credit system
























ENGLISH.GOV.CN
THE STATE COUNCIL
THE PEOPLE'S REPUBLIC OF CHINA

 

 
|

|









 
 












 >>   >> LATEST RELEASES


			State Council releases guidelines on establishing individual credit system






Updated:
Dec 30,2016 5:33 PM
	    english.gov.cn












To improve the credit level of the whole society, and create a better social credit environment, the State Council released guidelines on the construction of an individual credit system on Dec 30.
According to the guidelines, speeding up the individual credit system construction, and improving the security of individual information will help perfect the trust reward and punishment mechanism, and make trust a guiding principle for the whole society.
It said several measures will be taken to improve the registration work.
First is recording the individual credit records. The individual real-name registration system will be improved, and a unified social credit code system will be built based on the ID number of citizens. During the recording process, citizens’ registered information in internet, delivery, telecom and financial sectors will be helpful for improving the collection accuracy.
It also urged concentrating the registration efforts in key sectors such as food and drugs, work safety, environmental protection, work security and engineering construction. To help ensure that the information is accurate, the main subjects will be lawyers, teachers, civil servants and real estate brokers.
Second is improving individual information security, including strengthening piracy protection, and establishing a credit repair mechanism.
Third is promoting sharing of individual credit information. A national unified individual public credit information catalogue, classification standards and sharing exchange standards will be established. And governments at all levels should provide individual public information inquiry services to the public.
Fourth is perfecting the incentive and punishment mechanisms of individual credit. People who have good credit scores would be offered more social conveniences, especially more opportunities in education, employment, and entrepreneurship.
Citizens with bad credit scores may be punished according to related laws and regulations, said the guidelines.









RELATED STORIES



Promoting better social credit system


China issues regulation to tighten cyber security









SERVICES












					CONTACT THE PREMIER





E-mail RESPONSES







Copyright© www.gov.cn 
			|
			
About us

			|
			
Contact us


Registration Number: 05070218
All rights reserved. The content (including but not limited to
			text, photo, multimedia information, etc) published in this site
			belongs to www.gov.cn.
Without written authorization from www.gov.cn, such content shall
			not be republished or used in any form.













",106,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0
State Council approves Jilin city urban development plan,https://english.www.gov.cn/policies/latestreleases/201612/26/content_WS5d15d75ec6d03ce678790f29.html,N/A,True,"environment, emission, emissions","
State Council approves Jilin city urban development plan
























ENGLISH.GOV.CN
THE STATE COUNCIL
THE PEOPLE'S REPUBLIC OF CHINA

 

 
|

|









 
 












 >>   >> LATEST RELEASES


			State Council approves Jilin city urban development plan






Updated:
Dec 26,2016 8:11 PM
	    english.gov.cn












The urban development plan for Jilin city (2011-2020), Northeast China’s Jilin province, was approved by the State Council, according to a circular issued on Dec 26.
According to the plan, the city’s downtown population will be contained within 2 million, and its land for construction will be limited to up to 215 square kilometers. Land will be used intensively while farmland will be protected.
Urban and rural areas in the city will be managed as a whole. Infrastructure and public services in urban areas should be expanded to the countryside as well, according to the plan.
Infrastructure, such as roads, water transport, railways, parking lots, the water supply system and underground utilities, should be improved. 
More public funds will be invested into building affordable apartments for low-income people. Other public services including education, healthcare and utilities are also planned to be improved.
Energy should be saved and the environment should be protected as the city develops, by cutting high-pollution industries, pollutant emissions, disposing sewage and waste as well as developing a greenbelt. Natural reserves, including Songhuahu lake, wetlands and water sources, were underlined.
As a historical city, Jilin is also urged to protect its cultural relics, such as the Jilin Confucius Temple and attractions along Songhua River.





RELATED STORIES



China’s rust belt shows signs of economic recovery


Further efforts to revitalize NE China


Rime scenery seen at scenic spot in China’s Jilin









SERVICES












					CONTACT THE PREMIER





E-mail RESPONSES







Copyright© www.gov.cn 
			|
			
About us

			|
			
Contact us


Registration Number: 05070218
All rights reserved. The content (including but not limited to
			text, photo, multimedia information, etc) published in this site
			belongs to www.gov.cn.
Without written authorization from www.gov.cn, such content shall
			not be republished or used in any form.













",106,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0
Yongzhou named a national culture city,https://english.www.gov.cn/policies/latestreleases/201612/26/content_WS5d15d75cc6d03ce678790f21.html,N/A,True,environment,"
Yongzhou named a national culture city
























ENGLISH.GOV.CN
THE STATE COUNCIL
THE PEOPLE'S REPUBLIC OF CHINA

 

 
|

|









 
 












 >>   >> LATEST RELEASES


			Yongzhou named a national culture city






Updated:
Dec 26,2016 10:38 AM
	    english.gov.cn












Yongzhou, a city in Hunan province, has been officially listed as one of the National Famous Historical and Cultural City, according to a circular released by the State Council.
The city is best known for its unique landscape of mountains and rivers, and splendid intangible cultural heritage.
The local authority was urged to protect the ancient city, with efforts to make a protection plan, mark out historical and cultural areas and streets, improve the environment, and renovate historical buildings.





RELATED STORIES



Wenzhou recognized for history, culture


Gaoyou recognized for history, culture


New historical and cultural city 









SERVICES












					CONTACT THE PREMIER





E-mail RESPONSES







Copyright© www.gov.cn 
			|
			
About us

			|
			
Contact us


Registration Number: 05070218
All rights reserved. The content (including but not limited to
			text, photo, multimedia information, etc) published in this site
			belongs to www.gov.cn.
Without written authorization from www.gov.cn, such content shall
			not be republished or used in any form.













",106,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
State Council approves Foshan’s urban development plan,https://english.www.gov.cn/policies/latestreleases/201612/27/content_WS5d15d762c6d03ce678790f39.html,N/A,True,"low-carbon, carbon, environment, emission, emissions","
State Council approves Foshan’s urban development plan
























ENGLISH.GOV.CN
THE STATE COUNCIL
THE PEOPLE'S REPUBLIC OF CHINA

 

 
|

|









 
 












 >>   >> LATEST RELEASES


			State Council approves Foshan’s urban development plan






Updated:
Dec 27,2016 2:06 PM
	    english.gov.cn












The State Council has approved the overall development plan (2011-2020) for Foshan, a city in South China’s Guangdong province.
As a key national manufacturing base and a center of trade, commerce, and transportation in the Pearl River Delta, Foshan should be built into a modern city with a prosperous economy, good environment, and distinctive features, said the circular.
According to the circular, urban and rural areas should be under coordinated management with shared infrastructure and public service facilities.
The city scale should be rationally controlled. By 2020, downtown population should be under 2.2 million, with urban construction land of less than 218.26 square kilometers. Efforts should be made to intensively use the land and protect the basic farmland.
Meanwhile, more work should be done to improve urban infrastructure through a green and low-carbon approach, and build the city into a regional traffic hub with complete roads, railways, and ports.
The circular also urged the coordinated planning of water supply, drainage, and waste processing, and establishing a comprehensive urban disaster prevention system.
According to the circular, emissions reduction and retiring backward capacity should be accelerated to control waste discharges with more efforts to develop green buildings and improve safe waste treatment.
Public facilities, such as for education, medical care, and urban administration should be well planned with more input to renovate shanty houses and improve living conditions. 
In addition, the circular also called for more efforts to protect natural reserves, scenic resorts, as well as historical and cultural heritage.





RELATED STORIES



Kunming’s city plan approved


Pingdingshan city plan gets green light


State Council OKs Yinchuan’s city plan









SERVICES












					CONTACT THE PREMIER





E-mail RESPONSES







Copyright© www.gov.cn 
			|
			
About us

			|
			
Contact us


Registration Number: 05070218
All rights reserved. The content (including but not limited to
			text, photo, multimedia information, etc) published in this site
			belongs to www.gov.cn.
Without written authorization from www.gov.cn, such content shall
			not be republished or used in any form.













",106,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,1,0
State Council approves development plan for Weifang city,https://english.www.gov.cn/policies/latestreleases/201612/27/content_WS5d15d762c6d03ce678790f36.html,N/A,True,"low-carbon, carbon, environment","
State Council approves development plan for Weifang city
























ENGLISH.GOV.CN
THE STATE COUNCIL
THE PEOPLE'S REPUBLIC OF CHINA

 

 
|

|









 
 












 >>   >> LATEST RELEASES


			State Council approves development plan for Weifang city






Updated:
Dec 27,2016 11:02 AM
	    english.gov.cn












The State Council approved the urban development plan (2011-2020) for Weifang city of East China’s Shandong province, according to a circular issued on Dec 27.
The cabinet urged Weifang to build a resource-saving and environment- and resident-friendly city with improving infrastructure and coordinated development between urban and rural areas.
According to the circular, the city’s development should be in the planning area of 2,650 square kilometers, and by 2020, the permanent population of central urban areas should be limited to under 1.75 million and construction area should be less than 192.5 square kilometers. 
Urban infrastructure and public service construction should bear the consideration of providing services for neighboring rural areas, said the document. The development of counties and towns with good infrastructure conditions and great potential should be given importance, and guidance should also be provided for village and town construction to promote agriculture industrialization and rural modernization.
Newly added construction land should be strictly controlled, and underground space should be explored and utilized. Efforts should also be made to improve land use rate and protect basic farmland. 
Inter-city transportation around Weifang and transportation within the city should be further improved in accordance with the concepts of green and low-carbon energy. 
Other city infrastructure, such as water supply and drain systems and waste disposal, should be developed with a coordinated plan. The total amount of pollutants discharged should be strictly controlled, and sewage treatment rate and garbage harmless treatment rate should be improved. Disaster prevention and reduction work should also be strengthened, the circular said. 
The document also urged coordinating the development of public services concerning education, medical care and municipal administration and speeding up the renovation of shantytowns and dilapidated buildings to build a resident-friendly city.
Efforts should also be made to protect natural reserves, ecological function areas and historical culture and relics, added the document.
Weifang, known for its kite festivals, is a central city in Shandong Peninsular city clusters.








RELATED STORIES



State Council OKs Yinchuan’s city plan


Kunming’s city plan approved


Pingdingshan city plan gets green light









SERVICES












					CONTACT THE PREMIER





E-mail RESPONSES







Copyright© www.gov.cn 
			|
			
About us

			|
			
Contact us


Registration Number: 05070218
All rights reserved. The content (including but not limited to
			text, photo, multimedia information, etc) published in this site
			belongs to www.gov.cn.
Without written authorization from www.gov.cn, such content shall
			not be republished or used in any form.













",106,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
State Council to further promote domestic service consumption,https://english.www.gov.cn/policies/latestreleases/201611/28/content_WS5d15d6ccc6d03ce678790d80.html,N/A,True,environment,"
State Council to further promote domestic service consumption
























ENGLISH.GOV.CN
THE STATE COUNCIL
THE PEOPLE'S REPUBLIC OF CHINA

 

 
|

|









 
 












 >>   >> LATEST RELEASES


			State Council to further promote domestic service consumption






Updated:
Nov 28,2016 5:53 PM
	    english.gov.cn












Tourism, culture, sports, health, elderly care, and educational training will be improved to please consumers, according to a circular issued by the State Council on Nov 28.
Upgrade tourism consumption 

By the end of 2016, 100 region-based tourism demonstration zones will be established, and supporting policies for facility construction of leisure agriculture and rural tourism will be carried out.
Tourism companies will be encouraged to expand domestic and international cruise routes, and the 15-day visa-free policy in Shanghai will be introduced to other parts of the nation.
Pilot projects for yacht rental services between Guangdong and Hong Kong will be carried out, and 50 to 80 public yacht marinas and aquatic sports centers will be constructed. 
Innovate culture consumption 

Efforts will be made to integrate brick-and-mortar bookstores with industries of cultural tourism, innovation and design, trade and logistics, creating complex cultural sites that have multiple functions of reading, exhibition, communication, and leisure activities.
Promote sports consumption 

Reforms will be carried out in professional sports leagues for soccer, basketball, and volleyball, among others.
Efforts will be made to provide access to students and the public to use school gymnasiums and stadiums.
Development plans will be made to promote winter sports, mountain and outdoor sports, aquatic sports, and air sports.
Cultivate health consumption

Pilot pre-tax deduction policy for individual income tax of commercial health insurance has been implemented in 31 cities and will be introduced across the nation.
Promote elderly care consumption

Policies to open up the elderly service market and improve elderly care services will be implemented, and thresholds for elderly care institutions will be lowered to increase high-quality products and services for elders.
Idle social resources such as unused factories and office buildings will be turned into elderly care service facilities.
Expand educational training consumption

Reforms will be enhanced in educational institutions established by State-owned enterprises, and social capital is encouraged to get involved in educational training to provide more talent for mass entrepreneurship and innovation.
In addition to tourism, culture, sports, health, elderly care, and educational training, consumption concerning automobiles and green products will also be promoted.
The consumption market environment will also be optimized as efforts are made to strengthen consumer confidence, improve facilities and circulation network, innovate the regulation system, and protect online and offline consumer rights.
Policies for standards and quality of domestic and export products, which apply to food enterprises, will be introduced to daily consumption enterprises, and production and the quality of green and organic agricultural products will be improved.








RELATED STORIES



China retail sales up 10.3 pct in Jan-Oct


China moves to upgrade industry


China to boost geothermal power consumption in 2016-2020









SERVICES












					CONTACT THE PREMIER





E-mail RESPONSES







Copyright© www.gov.cn 
			|
			
About us

			|
			
Contact us


Registration Number: 05070218
All rights reserved. The content (including but not limited to
			text, photo, multimedia information, etc) published in this site
			belongs to www.gov.cn.
Without written authorization from www.gov.cn, such content shall
			not be republished or used in any form.













",108,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
State Council to control pollution discharge through permit system,https://english.www.gov.cn/policies/latestreleases/201611/21/content_WS5d15d6aac6d03ce678790d1b.html,N/A,True,"environment, environmental","
State Council to control pollution discharge through permit system
























ENGLISH.GOV.CN
THE STATE COUNCIL
THE PEOPLE'S REPUBLIC OF CHINA

 

 
|

|









 
 












 >>   >> LATEST RELEASES


			State Council to control pollution discharge through permit system






Updated:
Nov 21,2016 7:55 PM
	    english.gov.cn












As an effort to promote environment governance reform and improve environmental quality, the State Council issued a circular to roll out the permit system for discharging pollutants.
According to the announcement, the environmental protection authorities will supervise enterprises and public institutions by issuing permits, a task that will include all fixed pollution sources by 2020.
While implementing the system, the control of regional pollutant discharge volume, especially fixed sources of pollution, will be shifted to the supervision of individual enterprises and public institutions.
Environmental impact assessments should be well integrated into the permit system, and enterprises should apply for the permits before discharging pollutants. 
The Ministry of Environmental Protection should formulate and publish industrial categories subject to the permit system for classified management, and streamline procedures for those with slight environmental influence.
According to the released information, permits issued by county-level environmental authorities and above should clarify types, concentration, volume and whereabouts of pollutants, and will start from thermal power plants and paper mills before full coverage by 2020.
The circular urged strict supervision and law enforcement of pollutant discharge allowed by permits, and laid out measures against violation.
By 2017, a nationwide information platform on discharge permits will be established with unified permit codes for collective management.
Those that violate discharge permits will be recorded in the credit evaluation of enterprises environmental behaviors, and published on the enterprise credit system. 
The circular also called for legal and technical support to guarantee the implementation of the system.






RELATED STORIES



China faces tough battle against smog: official


Govt targets issues including pollution


China’s water quality improves in first 9 months









SERVICES












					CONTACT THE PREMIER





E-mail RESPONSES







Copyright© www.gov.cn 
			|
			
About us

			|
			
Contact us


Registration Number: 05070218
All rights reserved. The content (including but not limited to
			text, photo, multimedia information, etc) published in this site
			belongs to www.gov.cn.
Without written authorization from www.gov.cn, such content shall
			not be republished or used in any form.













",108,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,7,0,0
China to promote strict controls on dangerous chemicals,https://english.www.gov.cn/policies/latestreleases/201612/06/content_WS5d15d6f8c6d03ce678790e00.html,N/A,True,environment,"
China to promote strict controls on dangerous chemicals
























ENGLISH.GOV.CN
THE STATE COUNCIL
THE PEOPLE'S REPUBLIC OF CHINA

 

 
|

|









 
 












 >>   >> LATEST RELEASES


			China to promote strict controls on dangerous chemicals






Updated:
Dec 6,2016 5:00 PM
	    english.gov.cn












The State Council issued a circular on Dec 6 to promote a comprehensive management system of dangerous chemicals. 
The circular is aimed at strengthening the management over dangerous chemicals and preventing major accidents from happening again, in an effort to ensure people’s safety.
Related work will be carried out from December 2016 to November 2019, in three phases – making plans and publicizing them, implementation and supervision, and making summaries and reports. 
The circular provided details on specific prevention work and control measures to further ensure an efficient administrative system for dangerous chemicals.
The government urged related departments and industries to carry out a thorough inspection with the goal of eliminating any latent chemical security risks. 
During the inspections, a database of major hazards source should be created, and relocation of dangerous chemical production enterprises should also be carried out. In the meantime, the dangerous chemical registration system should also be further improved to assist better implementation of the database system.
It also emphasized the supervision work on controlling dangerous chemicals. Supervision should focus on chemical industrial parks, dangerous chemical transportation and gas transmission pipelines that are exposed to high risks of dangerous chemical accidents. 
In addition, the government requested that related departments and industries should improve the supervision and prevention mechanism, enhance chemical governance by law, strengthen planning and access restriction of chemical industries and clarify the responsibility of enterprises in major incidents.





RELATED STORIES



China to reinforce overhaul of pipeline safety


Environment authorities to screen chemical hazards


China orders safety overhaul after deadly power plant accident









SERVICES












					CONTACT THE PREMIER





E-mail RESPONSES







Copyright© www.gov.cn 
			|
			
About us

			|
			
Contact us


Registration Number: 05070218
All rights reserved. The content (including but not limited to
			text, photo, multimedia information, etc) published in this site
			belongs to www.gov.cn.
Without written authorization from www.gov.cn, such content shall
			not be republished or used in any form.













",108,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Govt releases plan to fight poverty in five years,https://english.www.gov.cn/policies/latestreleases/201612/02/content_WS5d15d6e4c6d03ce678790dcb.html,N/A,True,"environment, environmental","
Govt releases plan to fight poverty in five years
























ENGLISH.GOV.CN
THE STATE COUNCIL
THE PEOPLE'S REPUBLIC OF CHINA

 

 
|

|









 
 












 >>   >> LATEST RELEASES


			Govt releases plan to fight poverty in five years






Updated:
Dec 2,2016 9:54 PM
	    english.gov.cn












A plan to fight poverty in the next five years was released by the State Council on Dec 2, aimed at lifting all poor people who live in rural regions out of poverty in 2020.
By 2020, their income will be doubled and all of them will enjoy basic education, healthcare, safe place to live, enough food and clothes.
The current Chinese poverty line is 2,855 yuan ($414.5) per year, equal to $2.19 per day, which is higher than the international benchmark ($1.9). 
At the end of 2015, the number of rural residents under the poverty line was 560 million, according to data from the State Council. 
The following measures will tackle poverty from 11 aspects:
Economic development

The plan urges local authorities in poor regions to promote their competitive industries and products, especially labor-intensive ones, based on resource endowment. 
Key industries that will be promoted include agriculture, forestry, tourism, e-commerce and high-tech sector.
In addition, the State Council encourages poor families to pool their land in enterprises or other economic entities as shares, so that they can enjoy dividends. 
Job creation 

The government vows to create more jobs for poor people. Those enterprises who enjoy government subsidies should hire the poor first, the plan said.
For those who work in other places, local governments should provide them with basic public services, such as basic education for their children and public housing.
Local governments are also urged to provide more vocational training to the poor. In particular, free training will be provided to children of poor families, migrant workers, graduates of middle schools.
Relocation

As an important move in fighting poverty, 9.81 million people living in poor regions where the natural environment is uninhabitable and social economic conditions are underdeveloped will be moved to other places that are more favorable for living.
The government will invest 60 billion yuan to build apartments for those relocated. Supporting facilities, including water supply, electricity, and transportation, will also be constructed, as well as public services such as healthcare and education.
Education

Facilities of the schools and kindergartens in poor regions will be improved, according to the plan. 
The teachers in those schools will receive more training. And their salaries will be raised. 
For poor students, fees in higher middle school will be free. And more money will be provided to support their college education.
In addition, the government also plans to build more vocational schools for the poor students who cannot enter college.
Healthcare

The hospitals in poor regions will receive more support, including money, vocational training and technology.
Medical insurance for the poor will be enhanced. Those suffering major diseases will be provided with more reimbursement.
Ecological protection

The plan urges protection of the ecological environment in poor regions, especially in West China, so as to ensure sustainable development.
For those farmers who suffer financial loss in environmental protection — for example, due to ban on cutting trees or grazing — the government will provide them with compensation.
Social insurance system

The government will improve rural minimum living standard guarantee system and the pension system.
Children and disabled poor people will also receive more care from the government.
Apart from the above measures, the plan also urges enterprises, military and NGOs to join in the fight against poverty, and to improve the infrastructure and utilities in poor regions.








RELATED STORIES



Impoverished counties, villages urged to cultivate distinctive industries


Plan boosts poverty alleviation efforts 


Medical services vital in poverty alleviation









SERVICES












					CONTACT THE PREMIER





E-mail RESPONSES







Copyright© www.gov.cn 
			|
			
About us

			|
			
Contact us


Registration Number: 05070218
All rights reserved. The content (including but not limited to
			text, photo, multimedia information, etc) published in this site
			belongs to www.gov.cn.
Without written authorization from www.gov.cn, such content shall
			not be republished or used in any form.













",108,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0
Gaoyou to be listed as national historical and cultural city,https://english.www.gov.cn/policies/latestreleases/201611/28/content_WS5d15d6cbc6d03ce678790d7b.html,N/A,True,"environment, environmental","
Gaoyou to be listed as national historical and cultural city
























ENGLISH.GOV.CN
THE STATE COUNCIL
THE PEOPLE'S REPUBLIC OF CHINA

 

 
|

|









 
 












 >>   >> LATEST RELEASES


			Gaoyou to be listed as national historical and cultural city






Updated:
Nov 28,2016 12:03 PM
	    english.gov.cn












The State Council has approved Gaoyou, East China’s Jiangsu province, to be listed as a national historical and cultural city.
According to the approval, local governments should make a protection plan for the city; historical and cultural areas and streets should be marked; relic protection organizations, protection scope and construction control areas of historical buildings should be zoned. 
During the planning and development, the city should be protected, with environmental management and renovation of historical buildings. 
The document also asked local housing and urban-rural development departments and the State Administration of Cultural Heritage to strengthen related instructions, supervision and inspection. 
Gaoyou is a city with a long history and rich cultural remains. The city’s traditional patterns and features are well preserved. Its ancient postal culture and canal culture have important historical and cultural value.





RELATED STORIES



Carving out a new niche


Qingdao: China’s cultural Riviera









SERVICES












					CONTACT THE PREMIER





E-mail RESPONSES







Copyright© www.gov.cn 
			|
			
About us

			|
			
Contact us


Registration Number: 05070218
All rights reserved. The content (including but not limited to
			text, photo, multimedia information, etc) published in this site
			belongs to www.gov.cn.
Without written authorization from www.gov.cn, such content shall
			not be republished or used in any form.













",108,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
State Council rolls out big plans to improve environment during 2016-2020,https://english.www.gov.cn/policies/latestreleases/201612/05/content_WS5d15d6efc6d03ce678790de2.html,N/A,True,"clean energy, environment, emission, environmental, emissions","
State Council rolls out big plans to improve environment during 2016-2020
























ENGLISH.GOV.CN
THE STATE COUNCIL
THE PEOPLE'S REPUBLIC OF CHINA

 

 
|

|









 
 












 >>   >> LATEST RELEASES


			State Council rolls out big plans to improve environment during 2016-2020






Updated:
Dec 5,2016 5:17 PM
	    english.gov.cn












China will strengthen efforts to improve environment quality and enhance environment governance during the 13th Five-Year Plan period (2016-2020), according to a plan issued by the State Council on Dec 5.
Improving the environment is one of the major issues for the world’s second-largest economy as the nation now focuses on the significance of both economic and environment improvement.
Industrialization, urbanization, and agricultural modernization will expand further during the 13th Five-Year Plan period, which is also a crucial time to improve the environment.
The major target of the plan is to actualize an overall improvement of the country’s environment with green practices in production and daily life, less pollution, and stable biological diversity.
To enhance green development, efforts will be made to promote supply-side structural reform, reducing outdated overcapacity and improving energy efficiency.
Technology innovation will play a leading role in green development and environment protection.
Coordination of green development among different regions will be done across the nation, and international cooperation such as green construction of the Belt and Road initiative will also be carried out.
Action plans will be made to deal with air, water and soil pollution.
For example, air quality information from each province will be released regularly, and air pollution predictions will be shared across the country.
A unified plan, standards, regulation, and management regarding air pollution control will be set among the regions of Beijing-Tianjin-Hebei, Yangtze River, and Pearl River Delta.
A special campaign will be rolled out nationwide to monitor and curb emissions of industrial pollutants with technologies in place for enterprises to treat pollution, and failing to meet standards will result in fines and be made public. 
Meanwhile, efforts should be made to enhance infrastructure, with sewage treatment available in all counties and major towns by 2020. Goals for waste treatment are 95 percent for urban areas and 90 percent for rural areas. 
Clean energy projects will be made a priority, and the share of coal in total energy consumption will be reduced to 58 percent or lower by 2020, leading to a more clean approach.
Rural environment will continue to improve, as more efforts will be concentrated on waste treatment, contamination prevention in poultry farming, control of agricultural waste, and better utilization of straw. 
Environment risks will be under routine management, with strict controls on hazards from heavy metals, dangerous chemicals, nuclear materials and radiation, safeguarding the ecosystem and society.
During the 13th Five-Year Plan, more work will be done to protect ecological security. The nation will build several ecological shields to safeguard regional environment, including the Qinghai-Tibet Plateau ecological zone, the Loess Plateau-Sichuan-Yunnan ecological zone, and the northeast forest zone.
Major ecological areas will be under better protection and management, and new national parks will be built. At the same time, the nation will step up efforts to protect forests, grassland, and wetlands.
In the next five years, more grain plots and pastures will be returned to grassland, and 14 million hectares of forests will be planted, providing 95 million cubic meters of timber each year.
While limiting and controlling soil erosion and desertification, the nation will continue to promote the green industry, restore urban ecosystems, and protect natural landscapes and biodiversity.
Rule of law and the market will be improved and highlighted to fight illegal actions, and efficiency of environmental protection will be improved by leveraging all related parties.
Local governments, enterprises and the general public will be mobilized into the environmental protection effort through various system arrangements, including lifetime accountability, emission permits, and promotion of green consumption.












SERVICES












					CONTACT THE PREMIER





E-mail RESPONSES







Copyright© www.gov.cn 
			|
			
About us

			|
			
Contact us


Registration Number: 05070218
All rights reserved. The content (including but not limited to
			text, photo, multimedia information, etc) published in this site
			belongs to www.gov.cn.
Without written authorization from www.gov.cn, such content shall
			not be republished or used in any form.













",108,0,0,0,0,0,0,0,0,0,0,1,0,0,15,2,2,1,0
Top performing local governments to win rewards,https://english.www.gov.cn/policies/latestreleases/201611/17/content_WS5d15d699c6d03ce678790ce5.html,N/A,True,environment,"
Top performing local governments to win rewards
























ENGLISH.GOV.CN
THE STATE COUNCIL
THE PEOPLE'S REPUBLIC OF CHINA

 

 
|

|









 
 












 >>   >> LATEST RELEASES


			Top performing local governments to win rewards 






Updated:
Nov 17,2016 7:16 PM
	    english.gov.cn












Local governments that successfully implement major policies could be given priority treatment on development projects, reforms and policies, according to a State Council’s circular released on Nov 17.
Local governments will be assessed on 24 criteria, including creating jobs, fighting poverty and cutting overcapacity in steel and coal industries, during annual and daily checks by the State Council. 
Other criteria include pushing business registration reform, treasury management, environment protection, intensive exploitation of land, developing emerging industries and public hospital reforms.
Local governments are also tasked with promoting scientific research, mass innovation and entrepreneurship, the Made in China 2025 strategy and fixed-asset investment. 
Rewards to be offered include more supportive policies, priority in reforms and development projects, loans, and government investment and subsidies. 
In addition, local governments that are praised by the State Council for effective policy implementation will be exempt from the annual inspection in the next year.
From 2017, different departments of the State Council will be asked to submit the lists of the local governments that deserve rewards before the end of January each year.





RELATED STORIES



Employment emphasized in Premier’s Jiangxi inspection


Policy key to entrepreneurship


Poverty-relief efforts to be more focused









SERVICES












					CONTACT THE PREMIER





E-mail RESPONSES







Copyright© www.gov.cn 
			|
			
About us

			|
			
Contact us


Registration Number: 05070218
All rights reserved. The content (including but not limited to
			text, photo, multimedia information, etc) published in this site
			belongs to www.gov.cn.
Without written authorization from www.gov.cn, such content shall
			not be republished or used in any form.













",109,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
