title,url,publish_date,has_keyword,matched_keywords,fulltext,page_number,greenhouse gas,ghg,net-zero,carbon neutral,carbon neutrality,carbon emissions,climate change,carbon trading,carbon pricing,low-carbon,clean energy,greenhouse,carbon,environment,emission,environmental,emissions,sustainability
New development plan for NEVs unveiled,https://english.www.gov.cn/policies/latestreleases/202011/02/content_WS5f9ff225c6d0f7257693ece2.html,2020-11-02,True,environment,"The State Council on Nov 2 issued a circular aimed at boosting the high-quality development of new energy vehicles (NEV) from 2021 to 2035.
Against the backdrop of accelerated NEV development, the circular calls for efforts to seize opportunities, consolidate development momentum, make the most of infrastructure and information technology, reinforce core competitiveness and facilitate the high-quality and sustainable development of the sector.
The decisive role of the market was highlighted in resource distribution, and enterprises should be major players in technology roadmaps and construction of production and service systems.
Further efforts should be made to improve and protect an innovative institutional environment to encourage multi-pronged technology development, promote deep integration of NEV, energy, transportation, and information communication, among others.
The circular also calls for more international cooperation and active participation in international competition, making China's NEV industry deeply integrated into the global industrial and value chains.
According to the circular, the NEV industry should make groundbreaking achievements in batteries, driving motors, vehicle operating systems, and alike by 2025, with new car sales reaching 20 percent of total sales.
The core technology of the Chinese NEV industry should leapfrog to the international advanced level in the next 15 years with energy consumption per 100 kilometers dropping to 12 Kwh, it stated.
In addition, the development and commercial use of the solid power battery will also be accelerated.
In terms of technology innovation, the nation should spread its innovation chain across electronic vehicles (EV), plug-in hybrid electric vehicles (PHEV), and fuel cell vehicles, and enhance supply of key accessories.
Meanwhile, batteries will be better recycled, reused, and monitored throughout the lifecycle.
Charging facilities also will be enhanced with scientific coordination with urban and rural construction planning, power grid planning, property arrangement, parking, and more. And orderly promotion is needed for hydrogen fuel supplies.
Additionally, the NEV industry should actively take part in formulation of international rules and standards to facilitate the formation of an open, transparent, and inclusive international NEV market environment.",47,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
State Council assigns tasks for administrative reform,https://english.www.gov.cn/policies/latestreleases/202011/10/content_WS5faa56d3c6d0f7257693f67e.html,2020-11-10,True,environment,"Tasks and responsibilities have been determined and assigned to different departments after a teleconference on administrative reform was held on Sept 11, 2020, to further optimize the business environment, according to a circular issued by the State Council on Nov 10.
As stated in the circular, good practices in implementation of the mechanism for directly funneled funds will be studied and institutionalized. Tax and fee cut policies should be carried out, providing support to employment, people's livelihoods and market entities.
Regular epidemic prevention and control mechanism of COVID-19 should be constantly improved, increasing efficiency and accuracy. Efforts should be made to boost recovery of passenger transport, catering, tourism and hotel industries.
The State Council asked related departments to make a list of administrative approval items already in place before the end of June 2021. Also by then, a new batch of administrative approval items that apply to cancelation, delegation or change of management will be studied and proposed.
Innovative attempts are encouraged in inclusive and prudent supervision, the circular said. By the end of March 2021, new measures should be brought up on pushing forward Internet Plus, to foster new driving forces for economic development. Before the end of 2021, a guiding instruction should be formulated to adopt inclusive and prudent supervision on new business models. Before the end of 2020, documents guiding the competition in a platform economy should be released to create a favorable environment for its development.
In addition, Internet Plus administrative services should be expanded and online administrative services should be available around the clock.
Inter-provincial administrative services should be promoted by establishing unified standards and mutual recognition of electronic certificates. Education, social security and healthcare can be forerunners in promoting inter-provincial administrative services.
The Foreign Investment Law and supporting regulations must be strictly followed, eliminating regulations and documents that are in violation, to make sure that foreign and domestic enterprises are treated equally. Negative lists for foreign investment should also be fully carried out. Effective measures should be taken to attract foreign capital.
Customs clearance procedures should be optimized, by expanding access to port services, introducing a competition mechanism, increasing service efficiency and lowering charges, according to the circular.",47,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
China unveils plan to pilot reforms in Shenzhen on building socialist demonstration area,https://english.www.gov.cn/policies/latestreleases/202010/11/content_WS5f82f813c6d0f7257693d539.html,2020-10-11,True,environment,"BEIJING — China has issued a plan on implementing pilot reforms in Shenzhen to build the city into a demonstration area of socialism with Chinese characteristics in the next five years.
Supporting Shenzhen to pilot the comprehensive authorized reform measures is another significant step to advance the city's opening-up in the new era and a key move in building a pilot demonstration area of socialism with Chinese characteristics, said the document jointly issued by the general offices of the Communist Party of China Central Committee and the State Council.
The city, granted with greater autonomy in the reform of important areas and key links, will advance higher-level reform and opening-up towards higher goals, according to the plan set for the 2020-2025 period.
Under three-step objectives, in 2020, major reform measures are expected to be taken in the spheres of market-based allocation of production factors, business environment optimization, and the utilization of urban space, while a list specifying the first batch of authorized matters shall be formulated and implemented.
In 2022, significant institutional achievements that can be replicated and promoted shall be made in all relevant aspects. In 2025, landmark achievements shall be scored, with the pilot reform tasks basically completed and providing an essential paradigm for institutional building throughout the country.
To further optimize business environment, the plan said that the special economic zone will draw up a list of special measures to relax restrictions on sectors including energy, telecommunication, public service, transport and education based on the nationwide negative list.
Greater efforts will be made to further loosen limits on foreign investment in cutting-edge technologies, and improve the system of fair competition, the document said.
The city will pilot the legal protection of new intellectual property rights (IPR), establish a compensation system for IPR infringements, and explore legislation in emerging areas.
Shenzhen will also help foreign talent obtain Chinese permanent residence permits and attend professional qualification examinations.
Opening-up in the finance and shipping industries will be strengthened, with more efforts to advance the renminbi internationalization and improve the foreign exchange management system.
Foreign institutions will be encouraged to set up securities and fund management companies in the city, the document said.
According to a longer-term plan released last year, Shenzhen will strive to become a national model of high-quality development, as well as a hub of innovation, entrepreneurship and creativity with international influence by 2035.
By mid-21st century, the city will become one of the top cosmopolises in the world and a global pacesetter with outstanding competitiveness, innovative capacity and influence.
Shenzhen, a modern metropolis with a permanent population of over 13 million in South China's Guangdong province, used to be a small fishing village.
Tremendous changes have taken place since it became the country's first special economic zone 40 years ago. From 1979 to 2019, Shenzhen's gross domestic output (GDP) rose at an annual growth rate of 21.6 percent to 2.69 trillion yuan (about $396.78 billion), and its per capita GDP also skyrocketed from 606 yuan to 203,489 yuan.",48,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
China to boost new consumption based on new business forms,https://english.www.gov.cn/policies/latestreleases/202009/22/content_WS5f692e93c6d0f7257693c628.html,2020-09-22,True,environment,"BEIJING — The General Office of the State Council has issued a guideline on accelerating the development of new consumption based on new forms of business.
More should be done to implement the strategy of expanding domestic demand, further expanding the size and improving the quality of new consumption based on new business forms, and promoting the formation of a new development pattern with the domestic market as the mainstay, while allowing domestic and foreign markets to boost one another, the guideline said.
After three to five years of efforts, China will improve the institutional mechanisms and policy systems for promoting the development of new types of consumption, it said.
By 2025, the country will foster a number of demonstration cities and leading enterprises for new types of consumption, increase online retail sales of physical goods as a proportion of total retail sales of consumer goods, and promote new types of consumption, such as Internet Plus services, according to the guideline.
The guideline put forward 15 policies in four areas, including promoting the integration of online and offline consumption, improving infrastructure for new types of consumption, optimizing the environment for the growth of new types of consumption, and strengthening policy support for new types of consumption, it said.",48,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Development plans for distinctive towns approved,https://english.www.gov.cn/policies/latestreleases/202009/25/content_WS5f6dc639c6d0f7257693cac6.html,2020-09-25,True,environment,"The General Office of the State Council issued a circular on Sept 25, approving proposals for promoting the development of distinctive towns.
The proposals focus on better top-level design, incentive and restraint mechanisms, as well as regulated management needed for distinctive towns to thrive.
The towns, mainly located near city clusters and cities or in other eligible regions, should be positioned as small areas home to a range of characteristic industries, the circular said.
They should strive to become new platforms for high-quality economic growth, emerging space for new urbanization, new pillars for urban-rural integration, and new protectors of traditional culture.
Their development should prioritize major distinctive industries, the circular said, with enhanced performance and core competitiveness in advanced manufacturing, modern services such as finance and education, and agriculture, depending on each town’s strengths.
The circular stressed incorporating multiple functions, such as modern communities, culture sector and tourism, into these towns.
Enterprises should play a major role in advancing market-oriented operation in distinctive towns, with large companies taking the lead, and micro-, small- and medium-sized ones benefiting from coordinated development.
The proposals also called for bolstering entrepreneurship and employment in distinctive towns, with the help of targeted technical training services, entrepreneurship incubators, and banks, among others.
To support the leading industries, facilities for intelligent manufacturing, transforming technology research and development results, warehousing and distribution, among others, should be available to suit their needs, the circular said.
Local reforms should be explored to improve government services, administrative approvals, and the business environment.
For regulation purposes, local governments should build a list of distinctive towns eligible for support, and set up the bottom line in terms of land use, production safety and other aspects.
Mechanisms for incentive, guidance and rectification of irregularities should be in place, the circular added.",48,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Tweaks to administrative rules in Zhejiang approved,https://english.www.gov.cn/policies/latestreleases/202010/15/content_WS5f87e5b4c6d0f7257693d9bc.html,2020-10-15,True,environment,"The State Council issued a circular on Oct 15, approving temporary adjustments to four administrative rules in East China's Zhejiang province, in a move to deepen the reform of streamlining administration and improving government services and create a better business environment.
The regulations pertain to marriage registration, management of quality, survey and design in construction projects, and drug administration.
Mainland couples will be allowed to choose a marriage registration authority across Zhejiang, not just the one that holds their household registration, to handle marriage and divorce procedures, if either party is a registered permanent resident in the province, the circular said.
For construction projects, the adjusted rules permit the province to carry out classified management of construction drawing design documents, exempting those in low-risk projects from review, according to the circular.
To set up businesses engaged in drug wholesale and retailing in the province, applicants will no longer need regulatory approval for start-up preparations, the circular said.
The adjustments will be effective till Dec 31, 2023.
The circular urged related State Council departments and Zhejiang's provincial government to align their own regulations and normative documents with the latest changes, and build supervision and management systems matching the reform.",48,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
More land transfer revenues to support rural rejuvenation,https://english.www.gov.cn/policies/latestreleases/202009/23/content_WS5f7c3098c6d0f7257693d201.html,2020-09-23,True,environment,"China will increase the share of revenue from land transfers diverted to agriculture and rural areas, in an effort to help finance rural rejuvenation.
The General Office of the CPC Central Committee and the General Office of the State Council made the statement in Guidelines on Adjusting the Distribution of Land Transfer Revenues to Support Rural Rejuvenation on Sept 23, 2020.
The guideline said that a national goal should be set based on overall consideration of fiscal capabilities, land transfer revenues and development demands in agriculture and rural areas across regions. And, local authorities should decide their own yearly goals and implementation steps, and carry out the reform at a proper pace.
It also urged a refined mechanism to manage and prudently use the revenues and higher efficiencies in revenue utilization.
Local governments should expropriate, store up and supply lands at an appropriate pace and ensure land transfer revenues keep steady, and city and county governments, especially the latter ones, will be entitled to the revenue utilization.
According to the guideline, the revenues will be mainly used to build high-quality farmlands, farming and water resource facilities; improve the living environment, and protect farmlands.
Revenue and expenditure accounting methods, and management and monitoring of money used for agricultural and rural areas should be improved, it added.
Related departments should realize how important and urgent it is to divert more land transfer revenues to support rural rejuvenation, and formulate detailed measures by the end of 2020, it said.
And a national information platform for revealing land transfer revenues and expenditures should be established to conduct real-time monitoring.",48,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
China to further business system reform,https://english.www.gov.cn/policies/latestreleases/202009/10/content_WS5f5a169bc6d0f7257693bc8a.html,2020-09-10,True,environment,"China will deepen the reform of its business system and relieve burdens on enterprises, according to tasks set out in a circular released by the General Office of the State Council on Sept 10.
The move is part of efforts to unleash potential for innovation and entrepreneurship and spur business vitality in a market-oriented, law-based international business environment, as the country seeks to advance social and economic development while implementing COVID-19 prevention and control measures.
By the end of this year, an online service platform for business opening should be launched in all provinces, autonomous regions and municipalities, as well as the Xinjiang Production and Construction Corps, thus helping shorten the time needed to start a company to four working days or less.
With enhanced supervision and security, electronic business licenses, invoices and seals should be applied in more fields.
Province-level people’s governments will get support in piloting separate registration of business residence and premises, allowing a market entity to register one residence and multiple operation sites simultaneously.
In registering an enterprise’s name, big data and artificial intelligence should be used to strengthen real-time maintenance for the bank of restricted and prohibited words and phrases.
Review, approval and other procedures related to production and operation of businesses should be simplified.
To improve the compulsory certification mechanism for products, certification agencies should offer better one-stop certification and testing services.
For instance, streamlined processes will apply to certifying products from exporters now turning to the domestic market.
To deepen the reform of accrediting inspection and testing agencies, an administrative notification-based commitment system for accreditation will be promoted across China in 2021.
For stronger oversight, disclosure of business information should catch up, and a unified social credit code should be harnessed to create more complete business credit records.
Smart applications should give a boost to regulation. And market regulation featuring random inspection targets and inspectors and prompt information release should be further improved.",49,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
China’s capital to open up service sector wider,https://english.www.gov.cn/policies/latestreleases/202009/07/content_WS5f562cd5c6d0f7257693ba81.html,2020-09-07,True,environment,"The State Council, in a circular issued on Sept 7, approved a plan for launching pilot programs and establishing demonstration zones in Beijing, as part of efforts to advance opening-up in the service sector.
The move aims to solidly frame policies for expanded opening-up in services, with an emphasis on trade and investment facilitation, and develop an international business environment backed by the rule of law and market principles by 2025, thus creating a leading model for a more open service industry across the country.
By 2030, its target is to open up the sector, ranking high in scale and global competitiveness, in a system aligned with established international economic and trade rules.
One main task set out in the plan is to deepen reform in key service-related areas. Among them are reforming technology and financial services, bolstering digital economy and trade, and improving services associated with commerce, tourism and healthcare.
More opening-up in other important areas, such as services related to internet networks and education, is also a focus.
The plan stressed integrating development between Beijing Capital International Airport and Beijing Daxing International Airport.
It highlighted the demonstrative role of key zones in further opening up the service sector. For instance, Zhongguancun, a demonstration zone for national independent innovation, can play a part in pooling together entrepreneurial investment. Future Science City and similar areas have the potential to help turn technological outcomes into drivers of innovation. With support from Beijing Financial Street and other financial technology areas, demonstration zones in the sector also can be developed.
For alignment with international systems, efforts should be made to enhance liberalization and facilitation of investment and trade, and improve financial and tax policies supporting the high-tech industry, according to the plan.
The plan also called for enhanced government supervision and services, better protection of intellectual property rights, and coordinated development of industrial and supply chains.
Smooth cross-border flow of capital, secure global transfer of data, easy access to working and living in China for foreign talent, and sufficient land and technological support are all necessary for opening-up of the service sector, the plan added.",49,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
China to promote new types of consumption with new business patterns,https://english.www.gov.cn/policies/latestreleases/202009/21/content_WS5f68a0aec6d0f7257693c60c.html,2020-09-21,True,environment,"China will speed up new types of consumption with better support in infrastructure, services and regulation, and shore up new business patterns under regular epidemic control, according to a circular issued by the State Council on Sept 21.
As required in the circular, the nation should see an improved policy system in promoting new types of consumption in three to five years, with an optimized environment for new business patterns and better quality in new product supply.
By 2025, a group of demonstration cities and leading enterprises in new types of consumption should be formed with online retail sales accounting for a significant share of total retail sales.
Internet Plus services and public service platforms for e-commerce should be established and improved, and digital education resources should be jointly built and shared for large-scale online open courses.
Internet medical care, online entertainment, and smart tourism and sports should be encouraged with faster application of high-end technology for better video and audio experiences.
According to the circular, both online and offline consumption will be promoted, and brick-and-mortar enterprises will be guided to develop more digitized products and services.
Enterprises in e-commerce and digital services should be supported to go overseas and an international logistics system should be built at a faster pace.
To speed up infrastructure for new types of consumption and ensure service ability, the nation should strengthen construction on information networks with focus on 5G networks, data centers, industrial internet, and internet of things, and core business districts, key industrial parks, important transportation hubs, and main application scenarios should be covered first.
The digital commodity circulation system should be established and improved. In emerging cities, key townships and counties and Central and West China, the deployment of digital consumer networks should be accelerated to reduce the overall logistics cost.
With effective risk prevention and control, the development and integration of technologies such as big data, cloud computing, artificial intelligence and blockchain should be promoted. The application of blockchain in digital scenarios, such as commodity traceability, cross-border remittance, supply chain finance, and electronic bills should be speeded up.
As required in the circular, the commercial use of data should be done in a safe and orderly manner and information and data resource services and supervision should be strengthened in accordance with the law to better provide enterprises with computing resource support and preferential services. New methods to develop consumer big data services should be explored.
In line with the country's major regional development strategies, China will cultivate and boost international consumption centers, make plans to build urban-rural integration network nodes on new consumption, and actively develop smart communities and business areas.
To create a better environment for new types of consumption, relevant laws and regulations should catch up, including those in the areas of e-commerce and sharing economy.
Such laws and regulations should suit the development of new consumption, and those that do not should be adjusted in a timely manner.
Proper regulation is necessary in that environment, in accordance with the principles of inclusiveness, prudence and coordination.
Behaviors, such as selling fake and forged commodities, infringing on intellectual property rights, giving misleading propaganda, engaging in pricing frauds, and leaking private information, should be subject to more stringent crackdowns.
The business climate for new retail forms and models also should be improved through simplified permit handling.
As part of fiscal support, tax collection and management policies designed for boosting new consumption should be further explored, to enable tax and fee cuts to deliver greater benefits.
Financial institutions should be encouraged to develop products and services suited to the characteristics of enterprises engaged in new consumption in a market-oriented way, on the premise of controllable risks.
Meanwhile, banks and other payment and settlement service providers should be steered toward reducing commission charges to lower the payment costs of merchants and consumers.
Employment policies should bolster new job patterns and flexible occupations, with improvements in labor security systems, the circular stressed.",49,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
Taihang Mountain tourism development plan approved,https://english.www.gov.cn/policies/latestreleases/202009/21/content_WS5f689095c6d0f7257693c5e1.html,2020-09-21,True,"environment, environmental","The General Office of the State Council issued a circular on Sept 21, approving the tourism development plan for Taihang Mountain (2020-2035).
Adhering to new development concepts and high-quality development, the plan complies with major national strategies, and gives full play to the role of tourism in poverty alleviation and rural revitalization in the Taihang Mountain area, as well as transformation and development of the resource-based areas, the circular said.
The circular also stresses prioritizing ecological development and urges adherence to environmental protection in Taihang Mountain.
Efforts should be made to accelerate the construction of a modern tourism industry system, improve availability of satisfactory public tourism services, and promote the tourism transformation and industrial upgrading with high-quality development, according to the circular.
The circular urges the people’s governments of Beijing municipality, Hebei province, Shanxi province and Henan province to ensure that the major targets are met.",49,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"Group adjusted for government function transformation, administrative reform",https://english.www.gov.cn/policies/latestreleases/202009/18/content_WS5f6477adc6d0f7257693c34f.html,2020-09-18,True,environment,"The General Office of the State Council, in a circular issued on Sept 18, decided to adjust the members of the coordination group for government function transformation and administrative reform.
According to the circular, Vice-Premier Han Zheng will be head of the group, and State Councilor Wang Yong, and State Councilor and Secretary-General of the State Council Xiao Jie will serve as the deputy heads. Xiao will also be the office director.
Members of several sub-groups will be adjusted, involving administration streamlining, business environment optimization, entrepreneurship and innovation, reform of the business system, and social services.",49,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Joint conference system to boost occupational disease control,https://english.www.gov.cn/policies/latestreleases/202007/22/content_WS5f17f520c6d029c1c26367a5.html,2020-07-22,True,environment,"The State Council on July 22 issued a document to approve revamping the interministerial joint conference system on occupational disease prevention and treatment.
The document is aimed at further strengthening occupational disease control and interministerial coordination and cooperation.
The joint conference should coordinate nationwide occupational disease control and push forward the implementation of related laws and policies, as the document stated.
It should also establish mechanisms for information release, occupational hazard detection and joint investigation for major incidents.
In addition, the panel should carry out interministerial law enforcement, rectification for specific issues, and supervision, research on occupational disease prevention, and treatment, and draw up plans for the State Council.
The joint conference consists of 17 members. They are the National Health Commission, the Publicity Department of the CPC Central Committee, the National Development and Reform Commission, the Ministry of Education, the Ministry of Industry and Information Technology, the Ministry of Civil Affairs, the Ministry of Finance, the Ministry of Human Resources and Social Security, the Ministry of Ecology and Environment, the Ministry of Housing and Urban-Rural Development, the Ministry of Emergency Management, the State-owned Assets Supervision and Administration Commission (SASAC), the State Administration for Market Regulation (SAMR), the National Healthcare Security Administration, the National Coal Mine Safety Administration, and the All-China Federation of Trade Unions, of which the National Health Commission takes the lead, the document said.
The office of the joint conference will be set at the National Health Commission, responsible for the routine work.
According to the document, joint conferences will be held both regularly and as needed.
All joint conference members should actively study and table issues related to occupational disease control and fully implement decisions and assignments from the joint conference.
Meanwhile, members should boost communication and cooperation, and support each other in working together.",50,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
China to bolster flexible employment,https://english.www.gov.cn/policies/latestreleases/202007/31/content_WS5f241442c6d029c1c2637089.html,2020-07-31,True,environment,"China will take moves to support flexible employment in various forms, including self-employed businesses, part-time jobs and emerging employment models, according to a circular issued by the General Office of the State Council on July 31.
The circular called for improved infrastructure and increased supplies of operational resources, as part of an effort to encourage self-employed individuals to set up small stores with unique features and other businesses.
To create more part-time jobs, particular industries such as cleaning and sanitation, wholesale and retail, and construction and decoration should be expanded and upgraded, and the capacity to hire part-time workers should be enhanced in community services such as elderly care, daycare and psychological counseling.
The circular also urged supporting emerging employment models to advance the development of e-retail, mobile travel, online education and training, internet healthcare, online entertainment and other areas.
Boosting entrepreneurial activities requires a sound environment, which means enhancing government services for approval and administration, canceling some charges involved in flexible employment and providing premises at low costs.
It also requires unveiling new professions and incorporating them into related systems in a timely manner.
The circular also emphasized entrepreneurial and technical training for those engaging in new professions, with training and living allowances during the period.
Human resources services should better suit the needs of flexible job seekers, organize special career fairs for them as needed and introduce them into primary-level communities.
HR service providers of different types should be encouraged to offer them specialized services, such as well-arranged recruitment events, skill training and HR outsourcing, the circular stated.",50,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
China stresses high-quality development in integrated circuits and software,https://english.www.gov.cn/policies/latestreleases/202008/04/content_WS5f2956b4c6d029c1c26373f1.html,2020-08-04,True,environment,"Policies will be made to further optimize the development environment of the integrated circuit industry and the software industry, deepen international cooperation in the industries and enhance their innovation capabilities and development quality, according to a State Council circular released on Aug 4.
There are many preferential tax policies. For example, integrated circuit production enterprises or projects with an integrated circuit line width less than 28 nanometers (inclusive) and have an operating period of more than 15 years are exempt from corporate income tax from the first to the 10th year.
The conditions and coverage of such preferential income tax policies will be adjusted according to the technology progress of the industries.
Preferential value-added tax policies for integrated circuit companies and software companies will be continued.
Within a certain period of time, manufacturers of logic circuits and memory with integrated circuit line widths less than 65 nanometers (inclusive) are exempt from import tariffs when importing production raw materials, consumables and other integrated circuit parts for their own use.
In addition, major integrated circuit projects are allowed to pay import value-added tax in installments when importing new equipment.
Integrated circuit companies and software companies are encouraged to strengthen resource integration, and existing national and local government funds should be fully used to support the development of the integrated circuit industry and software industry.
Local governments are encouraged to establish loan risk compensation mechanisms to help integrated circuit companies and software companies obtain commercial loans through intellectual property pledge financing and other means.
Commercial financial institutions should further improve financial services and enhance support for medium and long-term loans to the integrated circuit and software industries. Qualified integrated circuit and software companies will be supported to list and raise funds at home and abroad, as well as list on the science and technology innovation board and the growth enterprise market.
More attention will be paid to the research and development of key technologies in many fields, such as high-end chips, integrated circuit equipment and technology and industrial software. More platforms for innovation will also be built.
The export of integrated circuits, software and information technology services will be promoted to develop international service outsourcing business.
In terms of education, more efforts will be made to develop integrated circuit and software learning and cultivate high-end talent. Universities are encouraged to cooperate with enterprises to build demonstrative schools of microelectronics. Such schools will be supported to introduce international educational resources by cooperating with prestigious foreign universities and international companies.
Enterprises are encouraged to register exclusive rights in layout designs and software copyrights, which will be further protected in the current internet environment in China. All computers sold in the country must be pre-installed with copyrighted software, otherwise they are not allowed to be sold.
More efforts will be made to promote integrated circuits and software innovative products through policy and market application, so as to push continuous technology and industry upgrade, and the agglomeration development of the industries.
Measures will be taken to strengthen anti-monopoly law enforcement for fair competition in the integrated circuit and software industries.
Global cooperation in these industries was also mentioned. Chinese enterprises are encouraged to go abroad, build research and development centers overseas, and make further use of international innovative resources.",50,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"Better business environment, services for market entities",https://english.www.gov.cn/policies/latestreleases/202007/21/content_WS5f16c303c6d029c1c26366a2.html,2020-07-21,True,"environment, environmental","The State Council issued a circular on July 21 to further improve the business environment and better serve market entities.
It stressed more convenience for investment and construction, easier approval process and conditions for enterprise production and operations, optimized business environment for foreign trade and investment, lower thresholds for employment and entrepreneurship, higher business-related service quality and efficiency, and a long-term mechanism for business environment improvement.
Pre-construction approval of investment projects should be optimized and reshaped, the circular said, and that local departments should evaluate, examine preliminary programs once and jointly give feedback after project contractors submit the set of reports on feasibility, land use pre-examination, site selection, environmental impact and safety assessment, in order to accelerate project implementation.
Whole-process review of construction projects online should be expedited. Before the end of this year, approval services with clear standards and fees should be provided online, covering administrative permission, registration, assessment and review, intermediary services, and municipal utility services.
Market entry threshold should be further lowered for project construction, education, medical service, and sports, among others, as unreasonable barriers concerning enterprise qualification, funds, proportion of stock, personnel and location should be removed at once, according to the circular.
The industrial licensing authority concerning major industrial products should be delegated to the provincial level this year, amid reducing administrative control on industrial production and distribution.
As for cutting costs for small and micro enterprises, the circular promoted platforms to reduce commission fees and charges.
In order to boost customs clearance efficiency for imports and exports, ""pre-arrival declaration"" should be further promoted. It allows enterprises to make a declaration in advance, allowing inspection and release to be completed as soon as goods arrive in a customs surveillance zone.
""Single window"" application in international trade should also be widened. The circular stressed expediting the ""single window"" solution, now used in law enforcement for customs clearance at ports, to other international trade links, such as port logistics and related services.
Meanwhile, it stressed removing more operational and investment barriers to foreign-invested and foreign trade firms, such as offering all prefecture level and above cities in the country mandates to register foreign-invested firms.
The circular stressed talent mobility and flexible employment, requiring efforts to obtain inter-regional online verification of professional titles by the end of June 2021.
And it called on efforts to speed up the assessment of released policies concerning access to and supervision of new business forms, adding that supplies such as application scenarios should be increased for new forms.
A slew of measures should be adopted to facilitate starting and operating businesses, it said. For example, all procedures for starting a business should be completed online, the system for enterprises to register their names should get smarter in name verification, the application of electronic business licenses and seals should be accelerated in areas such as taxes, human resources, social security, housing provident funds and commercial banks, and location restrictions on business registration applying to micro, small enterprises and self-employed people should be relaxed.
Tax services should be improved continuously, it said. By the end of 2020, value-added tax invoices should be online, and major tax services should also be offered online.
Also, the efficiency of registering trademarks as well as the frequency of updating data on the online trademark service system should be increased, and the system's smart search function should be improved.
The circular asked for improvements in financing guaranteed by movable properties, and encouraged commercial banks to support financing for medium and small businesses with their movable properties as guarantees such as accounts receivable, production equipment, products, vehicles, ships and intellectual property.
The long-term mechanism of bettering the business environment should be improved, through building and refining policy assessment systems, setting up regular communication mechanisms between governments and enterprises, and strengthening delivery of preferential policies for enterprises, the circular said.",50,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,0
"Work urged to further stabilize foreign trade, investment",https://english.www.gov.cn/policies/latestreleases/202008/12/content_WS5f33e19bc6d029c1c2637a2d.html,2020-08-12,True,environment,"The General Office of the State Council, in a circular on Aug 12, urged efforts to further stabilize foreign trade, foreign investment and industrial supply chains as the nation is facing complex and tough situations in foreign trade and investment, against the backdrop of the continuous epidemic and severe economic recession in the world.
The move is to further ensure stability in six areas, namely employment, people's livelihoods, the development of market entities, food and energy security, stable operation of industrial and supply chains, and operations at grassroots levels. It also seeks to stabilize employment, finance, foreign trade, foreign investment, domestic investment and market expectations.
The circular required a more important role for export credit insurance. China Export & Credit Insurance Corporation should actively safeguard orders against the risk of being canceled before shipment under the premise of controllable risks.
Also, eligible regions should copy and expand the financing model featuring “credit plus guarantee insurance”, and multiple methods should be adopted to help enterprises engaged in foreign trade enhance credit levels and support them with easier financing.
It also stressed support for new business forms of trade, calling on efforts to increase about 30 pilot projects in market procurement and trading in eligible places nationwide.
ropriate regions are encouraged to support gradient transfer of processing trade to foster a batch of processing trade industrial parks jointly built by companies in China’s eastern and central, western and northeastern areas.
It also required further support for labor-intensive export enterprises, apart from common preferential policies, such as tax and fee cuts, export credit loans and insurance, stabilization of employment and discounts in electricity and water charges.
What’s more, work should be done to make a list of large-scale, backbone foreign trade enterprises to help solve their problems in production and operations. And, research on accelerating tax returns for them should be done.
Online channels of foreign trade should be expanded, it said, and local governments, as well as key industry associations, are encouraged to hold online exhibitions.
Customs clearance should be further facilitated, and the business environment at ports should be improved, according to the circular.
It also highlights work to facilitate foreign business people’s trips to China. With strict epidemic prevention and control measures in place, negotiations on green channels with other countries should be continued to facilitate personnel exchanges in important business, logistics, production and technical services of foreign trade and foreign enterprises.
The circular also calls on providing financial support to key foreign-funded enterprises, increasing services for key foreign investment projects, encouraging foreign capital to flow to high-tech industries, and lowering the threshold for foreign R&D centers to enjoy preferential policies.",50,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
